,indonesian,javanese
901,GTZ melalui program Promis NT mengembangkan pola hubungan bank dan kelompok melalui kerja sama dengan pemerintah,GTZ liwat program Promis NT mengembangkan pola hubungan bank lan kelompok liwat kerja padha karo pamerentah 
902,"Saat ini kegiatan PHBK ini dipusatkan di Nusa Tenggara Barat dimana kegiatan bank, BPR dan kelompok cukup banyak berkemban","wektu iki kemempengan PHBK iki dipuserke neng Nusa Tenggara kulon diendi kemempengan bank, BPR lan kelompok cukup akeh berkemban "
903,"Untuk NTT, kegiatan ini baru mulai dilaksanakan di Kabupaten Alor","kanggo NTT, kemempengan iki anyar anyak dianakne neng Kabupaten Alor"
904,"Secara umum, beberapa pengelola program di Jakarta mengemukakan adanya hambatan dalam melaksanakan programnya","sacara umum, beberapa pengelola program neng Jakarta ngeraekne anane hambatan jero nglakoni programnya"
905,Hal ini terkait dengan kelemahan LSM mitra kerjanya dan kelemahan kelompok masyarakat penerima bantuan,Hal iki terkait karo pangapesane LSM mitra kerjane lan pangapesane kelompok masyarakat panampa bantuan
906,IV KEUANGAN MIKRO DALAM KEHIDUPAN MASYARAKAT DI NTT,IV kedhuwitan MIKRO jero kuripan MASYARAKAT neng NTT
907,Hasil wawancara dengan responden dan pengamatan di desa sampel memperjelas fenomena keragaman kondisi kehidupan masyarakat,pakoleh wawancara karo responden lan pambangetan neng desa sampel nggamblang fenomena keragaman kondisi kuripan masyarakat 
908,Kelurahan Oesao di Kecamatan Kupang Timur berjarak sekitar 25 km di sebelah timur Kota Kupang,Kelurahan Oesao neng Kecamatan Kupang wetan ngantara sekitar 25 km neng sisih wetan kutha Kupang
909,"Jumlah penduduknya pada 2002 sebanyak 912 kepala keluarga dengan 4.914 jiwa (BPS Kupang, Kupang Timur Dalam Angka)","cacah para wargane nang 2002 saakeh 912 endhas keluarga karo 4.914 jiwa (BPS Kupang, Kupang wetan jero Angka)"
910,"Beberapa lembaga keuangan mikro formal, nonformal dan program pemerintah tersedia di kelurahan ini","Beberapa lembaga kedhuwitan mikro formal, nonformal lan program pamerentah uwis dicawis neng kelurahan iki"
911,Desa Ponain di Kecamatan Amarasi terletak sekitar 45 km sebelah timur laut Kota Kupang,desa Ponain neng Kecamatan Amarasi manggon sekitar 45 km sisih wetan segara kutha Kupang
912,"Mayoritas penduduknya hidup dari usaha tani dan peternakan, khususnya ternak sapi potong","Mayoritas para wargane urip saka upadi tani lan pangingon-ingonan, khususnya ingon-ingon sapi potong"
913,Beberapa rumah tangga melakukan usaha pembuatan minyak kelapa,Beberapa omah tangga nglakoke upadi panggawen lenga kambil
914,"Selain itu, ada juga lembaga keuangan informal berbentuk kelompok yang memberikan kredit kepada anggotanya","kajaba kuwi, ana uga lembaga kedhuwitan informal nduwe bentuk kelompok sing menehake kredit marang anggotanya"
915,Kelurahan Wae Belang di Kecamatan Ruteng terletak sekitar 35 km di sebelah barat ibu kota Kabupaten Manggarai,Kelurahan Wae Belang neng Kecamatan Ruteng manggon sekitar 35 km neng sisih kulon embok kutha Kabupaten Manggarai
916,"Pada 2001 penduduknya berjumlah 538 kepala keluarga dengan 2.910 jiwa (BPS Manggarai, Kecamatan Ruteng Dalam Angka)","nang 2001 para wargane nyacah 538 endhas keluarga karo 2.910 jiwa (BPS Manggarai, Kecamatan Ruteng jero Angka) "
917,Desa Golo Kantar di Kecamatan Borong terletak sekitar 70 km di sebelah tenggara ibu kota kabupaten Manggarai,desa Golo Kantar neng Kecamatan Borong manggon sekitar 70 km neng sisih tenggara embok kutha kabupaten Manggarai
918,"Pada 2001 desa ini dihuni oleh 467 kepala keluarga dengan 2.397 jiwa (BPS Manggarai, Kecamatan Borong Dalam Angka)","nang 2001 desa iki dihuni saka 467 endhas keluarga karo 2.397 jiwa (BPS Manggarai, Kecamatan Borong jero Angka)"
919,"Di samping itu, terdapat sekitar 30 ha sawah yang terletak di bantaran sungai","neng samping kuwi, ana sekitar 30 ha sawah sing manggon neng bantaran kali"
920,Penanaman jambu mete mulai dilakukan secara besar-besaran pada 1994/95 melalui proyek dari IFAD,pananduran jambu mete anyak dilakoke sacara gedhe-gedhen nang 1994/95 liwat proyek saka IFAD
921,Hampir semua petani pemilik lahan menerima pinjaman bibit dan obat-obatan selama periode proyek dari 1994/1995 hingga,Hampir kabeh petani panduwe palemahan nrima silihan bibit lan jamu-jamon sajrone periode proyek saka 1994/1995 nganti 
922,Lembaga keuangan mikro formal dan nonformal di Kelurahan Wae Belang dan Di Desa Golo Kantar tidak sebanyak di Kelurahan,Lembaga kedhuwitan mikro formal lan nonformal neng Kelurahan Wae Belang lan neng desa Golo Kantar ora saakeh neng Kelurahan 
923,Di Kelurahan Wae Belang hanya terdapat BRI Unit,neng Kelurahan Wae Belang mung ana BRI Unit
924,"Di Desa Golo Kantar, BRI Unit terdekat berada di ibu kota kecamatan yang jaraknya sekitar 7 km dari desa tersebut","neng desa Golo Kantar, BRI Unit paling cedhak ana ing embok kutha kecamatan sing antarane sekitar 7 km saka desa kesebut"
925,Kantor lembaga perbankan lainnya berada di ibu kota kabupaten,kantor lembaga perbankan liyane ana ing embok kutha kabupaten
926,4.2 Pola Penghidupan Masyarakat di Desa Sampel,4.2 Pola panguripan Masyarakat neng desa Sampel
927,Ketersediaan air dan tingkat kesuburan lahan sangat menentukan kemakmuran masyarakat,Ketersediaan banyu lan tingkat kesuburan palemahan menentukan banget kemakmuran masyarakat
928,"Desa Oesao, misalnya, menjadi lebih makmur setelah adanya bantuan pembuatan sumur-sumur irigasi pada 1974","desa Oesao, kaya ta, dadi luwih makmur sakwise anane bantuan panggawen sumur-sumur irigasi nang 1974"
929,Kebanyakan petani di wilayah sampel mempunyai atau menguasai lahan tetapi tidak semuanya ditanami,kokehan petani neng wilayah sampel nduweni utawa nyuwasani palemahan ning ora kabehe ditanduri
930,Padi sawah dan sayuran hanya ditanam di lokasi tertentu yang tersedia cukup air,pari sawah lan sayuran mung ditandur neng lokasi tertentu sing uwis dicawis cukup banyu
931,"Tanaman pangan di lahan kering hanya dapat panen satu kali setahun, inipun seringkali mengalami gagal panen","tanduran pangan neng palemahan garing mung bisa panen ping siji sataun, ikia seringkali ngalami wurung panen"
932,Mereka harus membeli kekurangan bahan pangan tersebut dari hasil penjualan tanaman perkebunan atau ternak babi dan aya,dekne kabeh kudu tuku kekurangan bakal pangan kesebut saka pakoleh pangadolan tanduran kebonan utawa ingon-ingon babi lan aya 
933,"Dalam sistem usaha tani lahan kering, tanaman perkebunan dan ternak merupakan sumber pendapatan keluarga yang penting","jero sistem upadi tani palemahan garing, tanduran kebonan lan ingon-ingon ngrupakne sumber pamikiran keluarga sing penting"
934,"Usaha peternakan sapi, kerbau dan babi mempunyai fungsi yang strategis, yaitu sebagai tabungan","upadi pangingon-ingonan sapi, kebo lan babi nduweni guna sing strategis, yaiku dadi tabungan "
935,"Selain untuk keperluan mendesak atau biaya pendidikan, babi dan sapi juga dipelihara untuk keperluan adat","kajaba kanggo kebutuhan mendesak utawa biaya pamulangan, babi lan sapi uga diingu kanggo kebutuhan adat"
936,Usaha-usaha tersebut berskala kecil atau bahkan sangat kecil,upadi-upadi kesebut berskala cilik utawa bahkan cilik banget
937,"Perkembangan usaha demikian umumnya terhambat oleh keterbatasan keahlian, modal dan pasar","Perkembangan upadi mangkana umumnya terhambat saka keterbatasan keahlian, modal lan pasar"
938,"Untuk menambah penghasilan keluarga, banyak responden yang membuka kios di depan rumahnya","kanggo mimbuhi pamakolehan keluarga, akeh responden sing mbukak kios neng ngarep omahe"
939,"Hal ini, misalnya, berlaku pada pola pembiayaan pesta pernikahan dan peristiwa kematian","Hal iki, kaya ta, mayu nang pola pembiayaan pesta raben lan kadadean kepaten"
940,Kedua hal ini lazimnya menelan biaya besar dan menjadi tanggung jawab bersama keluarga besar,kapindho hal iki lumrahe ngalon biaya gedhe lan dadi tanggung jawab bareng keluarga gedhe
941,Sistem pembiayaan keperluan adat tersebut memiliki dua dimensi yang berbeda,Sistem pembiayaan kebutuhan adat kesebut nduweni loro dimensi sing beda
942,Dimensi positifnya adalah mempererat tali persaudaraan dan ikatan sosial,Dimensi positifnya yaiku mempererat tali saben seduluran lan ikatan sosial
943,Sistem ini juga merupakan tabungan dan asuransi sosial sehingga dapat membantu keluarga dalam membiayai perkawinan atau,Sistem iki uga ngrupakne tabungan lan asuransi sosial dadine bisa ngewangi keluarga jero membiayai kawinan utawa 
944,Bank yang paling banyak diakses oleh responden adalah BRI Unit yang berlokasi di sekitar ibu kota kecamatan,Bank sing paling akeh diakses saka responden yaiku BRI Unit sing berlokasi neng sekitar embok kutha kecamatan
945,"Selain itu, beberapa orang juga menggunakan jasa bank lainnya seperti Bank NTT, Bank BNI, Bank Mandiri dan kantor pos","kajaba kuwi, beberapa wong uga nggunakne jasa bank liyane kaya Bank NTT, Bank BNI, Bank Mandiri lan kantor pos"
946,"Bank-bank ini menyediakan layanan dalam bentuk kredit, tabungan dan transfer","Bank-bank iki nyawiske laden jero bentuk kredit, tabungan lan transfer"
947,"Dalam hal ini, jenis layanan keuangan yang paling banyak dimanfaatkan oleh responden adalah tabungan","jero hal iki, jenis laden kedhuwitan sing paling akeh digunakne saka responden yaiku tabungan"
948,Kebanyakan responden yang memanfaatkan dan mendapat layanan kredit dari bank adalah keluarga tidak miskin,kokehan responden sing nggunakne lan mbisa laden kredit saka bank yaiku keluarga ora miskin
949,Untuk mengurus dan memperoleh semua persyaratan tersebut dibutuhkan waktu dan biaya yang cukup besar,kanggo nggering lan nyaka kabeh persyaratan kesebut dibutuhake wayah lan biaya sing cukup gedhe
950,"Hal ini tentu menguntungkan orang yang sudah punya usaha dan merugikan orang yang belum punya usaha, tapi ingin berusaha","Hal iki tentu menguntungkan wong sing wis nduwe upadi lan nunakne wong sing durung nduwe upadi, ning pengen ngupadi "
951,"Bagi perbankan, kegiatan usaha yang dimaksud terutama adalah kegiatan usaha non-pertanian","kanggo perbankan, kemempengan upadi sing dipangarah paling utama yaiku kemempengan upadi non-pertanian"
952,"Selain itu, kredit yang disetujui perbankan umumnya lebih kecil dari jumlah kredit yang diajukan oleh calon nasabah","kajaba kuwi, kredit sing disetujui perbankan umumnya luwih cilik saka cacah kredit sing diajokake saka calon nasabah"
953,"Padahal ketika mengajukan kredit, calon nasabah telah menghitung kebutuhan modalnya secara riil","Padahal pas ngajokake kredit, calon nasabah wis milang kebutuhan modalnya sacara riil"
954,"Akibatnya, kredit tersebut kemudian tidak digunakan semestinya sesuai dengan pengajuannya","pamburine, kredit kesebut banjur ora digunakne semestinya padha karo pangajone"
955,Persyaratan kredit yang ditetapkan BPR agak lebih mudah daripada bank umum,Persyaratan kredit sing ditetapkan BPR radha luwih gampang daripada bank umum
956,"Walaupun demikian, bunga yang ditetapkan BPR lebih tinggi dari suku bunga bank umum","parandene, kembang sing ditetapkan BPR luwih dhuwur saka suku kembang bank umum"
957,"Akibat berbagai kendala tersebut, akses keluarga miskin untuk memperoleh kredit perbankan sangat terbatas","akibat macem-macem kendala kesebut, akses keluarga miskin kanggo nyaka kredit perbankan kewates banget"
958,"Eari sampel keluarga miskin yang berjumlah 58 orang, hanya 6 orang di antaranya yang telah memperoleh kredit dari perbankan","Eari sampel keluarga miskin sing nyacah 58 wong, mung 6 wong neng antarane sing wis nyaka kredit saka perbankan "
959,Penggunaan kredit yang diperoleh dari bank bervariasi antarresponden,panggunan kredit sing disakakne saka bank bervariasi antarresponden
960,Pemanfaatan jenis layanan transfer masih sangat terbatas,panggunan jenis laden transfer isih kewates banget
961,Transfer uang biasanya dilakukan melalui bank atau kantor pos yang ada di ibukota kecamatan atau kabupaten,Transfer dhuwit biyasane dilakoke liwat bank utawa kantor pos sing ana neng ibukota kecamatan utawa kabupaten
962,"Meskipun jarak ke bank cukup jauh, hal ini tidak menjadi hambatan karena mereka relatif jarang melakukan transfer uang","sanajan antara menyang bank cukup adoh, hal iki ora dadi hambatan amarga dekne kabeh relatif arang nglakoke transfer dhuwit"
963,Pegadaian merupakan salah satu lembaga formal non-bank yang cukup menarik minat masyarakat,panggadhen ngrupakne salah siji lembaga formal non-bank sing cukup nggeret minat masyarakat
964,"Selain fleksibilitas cara pembayaran, pegadaian juga tidak menetapkan penggunaan pinjaman","kajaba fleksibilitas cara pembayaran, panggadhen uga ora menetapkan panggunan silihan"
965,Lembaga keuangan mikro formal non-bank yang lain adalah koperasi,Lembaga kedhuwitan mikro formal non-bank sing liya yaiku koperasi
966,"Setidaknya ada empat macam koperasi yang dikenal atau dimanfaatkan oleh responden, yaitu","saorane ana papat macam koperasi sing dikenal utawa digunakne saka responden, yaiku"
967,"Namun, jumlah kredit yang disalurkan dirasa masih kurang dan tidak ajeg, karena bergantung pada dana dari luar","ning, cacah kredit sing disalurkan karasa isih kurang lan ora ajeg, amarga bergantung nang dana saka njaba"
968,"Meskipun menghimpun iuran wajib dan iuran sukarela, koperasi ini tidak terlalu menekankan pada jasa tabungan anggota","sanajan nglumpuk iuran wajib lan iuran sukarela, koperasi iki ora keliwat menekankan nang jasa tabungan anggota"
969,"Koperasi semacam ini,sayangnya, tidak banyak yang masih aktif","Koperasi sak-werna ini,sayangnya, ora akeh sing isih aktif"
970,"Di Kecamatan Kupang Timur, jenis koperasi demikian yang masih aktif tinggal dua buah","neng Kecamatan Kupang wetan, jenis koperasi mangkana sing isih aktif tinggal loro buah"
971,"Peminjam diharuskan menjadi anggota, dan untuk itu TALENTA memotong 1/6 pinjaman sebagai tabungan nasabah","panyilih dikudokake dadi anggota, lan kanggo kuwi TALENTA memotong 1/6 silihan dadi tabungan nasabah"
972,Tabungan di koperasi ini baru dapat diambil bila nasabah tidak lagi meminjam atau dianggap keluar dari anggota koperasi,Tabungan neng koperasi iki anyar bisa dijupuk nek nasabah ora meneh nyilih utawa dianggep metu saka anggota koperasi
973,Pinjaman diberikan secara individual dan pembayaran diambil oleh petugas yang datang dari rumah ke rumah,silihan diwenehna sacara individual lan pembayaran dijupuk saka panugas sing teka saka omah menyang omah
974,Fenomena seperti itu sebenarnya merupakan kondisi yang ironis,Fenomena mangkono sabenere ngrupakne kondisi sing ironis
975,"Mereka hanya berfikir jangka pendek, dan cenderung menyerahkan masa depannya kepada nasib","dekne kabeh mung mikir arah cendhak, lan cenderung ngabangna masa ngarepe marang nasib"
976,"Jika ada kesempatan memperoleh pinjaman, meskipun dengan suku bunga tinggi, mereka akan mengambilnya juga","nek ana kesempatan nyaka silihan, sanajan karo suku kembang dhuwur, dekne kabeh arep njupuke uga"
977,"Koperasi lainnya, yaitu Puskud, mengembangkan sistem bagi hasil usaha penggemukan sapi di desa Ponain, Kecamatan Amarasi","Koperasi liyane, yaiku Puskud, mengembangkan sistem kanggo pakoleh upadi panglemon sapi neng desa Ponain, Kecamatan Amarasi "
978,Para peserta sangat menyukai sistem penyelenggaraan program ini,Para pamawa ndhemeni banget sistem penyelenggaraan program iki
979,Penerima program menyukai program ini dengan beberapa alasan berikut,panampa program ndhemeni program iki karo beberapa alasan iki
980,Pembelian bakalan sapi atas persetujuan antara petani dengan staf Puskud,panuku bakalan sapi dhuwur persetujuan antara petani karo staf Puskud 
981,"Harga bakalan sapi umumnya sekitar Rp1,5 juta/ekor","rega bakalan sapi umumnya sekitar Rp1,5 yuta/ekor"
982,"Penjualan hasil penggemukan dilakukan secara terbuka dengan dihadiri petani, staf Puskud, dan pedagang","pangadolan pakoleh panglemon dilakoke sacara bukak karo ditekani petani, staf Puskud, lan pandagang"
983,"Bila harga tawar Puskud di bawah pedagang, maka sapi dijual kepada pedagang","nek rega tawa Puskud neng ngisor pandagang, mula sapi diadol marang pandagang"
984,Pendapatan bersih petani mencapai Rp500 ribu hingga Rp1 juta/ekor,pamikiran resik petani mencapai Rp500 ewu nganti Rp1 yuta/ekor
985,Puskud menyediakan seorang dokter hewan yang secara rutin memeriksa kesehatan sapi,Puskud nyawiske sawong dokter kewan sing sacara rutin memeriksa kawarasan sapi
986,Selain itu Puskud menugaskan seorang pendamping untuk tinggal di desa untuk membantu dan mengawasi peternak dalam mer,kajaba kuwi Puskud nugaske sawong pendamping kanggo tinggal neng desa kanggo ngewangi lan mengawasi pangingon-ingon jero mer 
987,Biasanya pendamping melakukan kontrol ke setiap kelompok satu minggu sekali,biyasane pendamping nglakoke kontrol menyang saben kelompok siji minggu pisan
988,"Untuk tugas lapangan, pendamping mendapat motor dan uang untuk biaya operasional","kanggo tugas lapangan, pendamping mbisa montor lan dhuwit kanggo biaya operasional"
989,"Selain menerima gaji, mereka juga menerima bonus atas pencapaian target usaha Puskud","kajaba nrima opah , dekne kabeh uga nrima bonus dhuwur pencapaian target upadi Puskud"
990,Cara pembelian bakalan sapi dan penetapan harga jual juga dinilai sangat terbuka,cara panuku bakalan sapi lan penetapan pangadol uga diaji bukak banget
